Actual,Predicted
0,-178.49144026070803
253,303.8957012512194
3153,3555.2796826286985
2,151.68949803044802
0,-569.808440517241
2203,1675.0406955816209
697,911.7190714462497
566,750.9457538480294
4077,3039.3800162365496
1,174.78813954358543
3945,3694.3627162682187
3519,3308.7392378816603
0,-402.01946088223644
0,-464.0889796393037
1661,942.5647149225344
0,-631.0516704556592
4488,3114.578475254746
2,492.97321471702
0,-21.076704002347242
2755,3199.1019582519075
1508,474.0946122317407
257,397.75967962546315
2,284.74381835740337
1829,1478.3622377020058
786,638.2568207704537
31,448.0179433722608
2239,1657.240472290956
333,412.21919366326824
23,461.0406635071979
807,1480.0974308297684
4,528.4114839093947
0,-302.7951325551528
1,328.6951662545782
3772,3489.5524699848356
3271,3134.8207929011132
646,1444.2355404920365
2477,1839.3532800527266
2029,2285.0245085541446
2,45.26107244929358
2055,2074.0927777875804
1,331.7342443655491
2944,3077.0812675234574
0,-546.0041274333505
0,-86.3600098452423
4344,3722.149209957819
7,214.6811247020089
2481,2928.9834851144606
1295,1725.6232109647847
0,-3.8759337376357053
1,-283.5982785178928
3020,2367.9274764896395
0,-76.13013041243607
1,99.69277153210373
5,14.441136778867303
553,695.9272010541447
2028,2979.5826852055834
2420,3194.305830970532
1522,1957.2397179243328
0,-197.1093737273784
2225,2061.6596295700656
4,396.68007147680714
3047,2606.996203408942
1479,1037.4320339086391
2810,3175.6993797460764
3194,2120.9909374587014
3109,3494.2645335345096
1133,1472.9934083323462
1,-51.6807784373575
0,-20.446244334498942
1648,1721.6538900148355
4018,3396.513752663346
1732,1779.8075680285713
686,121.22803249957224
0,-156.15412016108144
1748,2027.564159154241
216,566.3757966626301
1,241.6345614115737
2685,2369.028139019154
0,-108.96764607907039
1106,513.3982427778135
1,389.72627704340834
2683,2990.2260898563854
0,-62.84373265068075
0,-156.47683377628323
69,185.05436524191305
225,790.0359654643273
0,22.20858921876402
0,-109.10804471120787
3191,2730.537403323515
1,36.83056453332597
3279,2611.482213210542
295,675.7739696048341
3280,3689.6338997357216
474,819.5070665735295
623,506.434337211753
2587,3300.0030620708067
1034,956.9770221977362
0,-449.14701946330547
2812,2658.218534601039
0,228.0462906521118
3290,2672.07766464457
0,-122.28032388247243
14,-21.6348755515844
1,406.73828416319816
3149,2666.2873987534203
907,1677.6537388672025
258,535.5444620342844
1179,946.1330600794674
337,844.0883660864356
3095,2950.3673792832433
1,844.9747106710258
538,330.1129653856335
2785,3222.502304329455
0,-618.0624757976418
2441,2004.5302062813846
1,-287.2224815682364
3440,3098.9013034602776
2322,3347.656716822449
1022,751.7290123752184
1179,1249.652708783333
1956,1559.698054920653
1617,1153.4857157354966
2503,3366.909881373713
3,550.2760705134208
2454,2485.8280054465686
1991,1619.9311837610533
19,273.73379884517203
595,-85.26875764512238
0,-214.8708730695305
3904,3606.4482081475926
1,-262.01422640921714
1414,993.1415271065364
2883,3785.904432105882
835,255.16375267672834
266,538.3527214118787
1599,967.3756206462551
24,274.3826685284823
0,-159.39224746888408
24,-407.73942765359766
3768,3239.9491610479854
4059,2806.0100391763717
0,660.7232043734532
0,146.10630199041975
0,167.70392127744913
0,-352.69720362834755
809,828.8725007887026
2491,2144.0690583208398
1067,1162.806383159381
1931,2661.5889098612442
3335,3034.840292624298
0,76.78696871848138
12,725.6035986631489
0,-142.94078135867926
1816,1402.1068122421186
3539,3409.6379946252273
1473,1555.457510903808
1,849.5469846386297
293,768.6108786201551
2,170.50638834759798
311,935.8060768191838
