timestamp,Date and Hour,Date,StartHour,EndHour,Source,Production,dayOfYear,dayName,monthName,GHI,DNI,Wind_Speed_2m,Wind_Direction_2m,Temp_2m,RH_2m,Pressure,wind_speed_50m,wind_direction_50m,temp_50m,density_VT,pressure_VT,ri_number,rh_50m,rmol_VT
7/22/2020 20:00,2020-07-22 20:00:00+02:00,7/22/2020,20:00:00,21:00:00,Solar,244,204,Wednesday,July,0,0,1,311,22,87.71,983,6.9,242,19.9,1.12,943.2,0.35,81.5,0.006
7/22/2020 20:00,2020-07-22 20:00:00+02:00,7/22/2020,20:00:00,21:00:00,Solar,244,204,Wednesday,July,0,0,1,311,22,87.71,983,4.8,29,23.7,1.1,940.5,0.2,84.9,0.0041
7/23/2020 7:00,2020-07-23 07:00:00+02:00,7/23/2020,7:00:00,8:00:00,Solar,223,205,Thursday,July,296,516,1.8,324,21.2,72.79,982,10.3,1,19.7,1.12,939.4,0.24,71,0.0004
7/23/2020 16:00,2020-07-23 16:00:00+02:00,7/23/2020,16:00:00,17:00:00,Solar,2517,205,Thursday,July,482,413,1.1,22,30.2,32.89,978,3.7,59,23.9,1.1,938.1,-7.27,59.7,-0.0238
7/23/2020 19:00,2020-07-23 19:00:00+02:00,7/23/2020,19:00:00,20:00:00,Solar,658,205,Thursday,July,65,24,0.5,64,25.4,54.9,978,2.5,41,23.3,1.1,937.4,-1.02,62.1,-0.0222
7/23/2020 23:00,2020-07-23 23:00:00+02:00,7/23/2020,23:00:00,24:00:00,Solar,0,205,Thursday,July,0,0,2,332,21.1,57.91,979,3.6,296,23.4,1.1,937.1,0.29,58.1,0.0382
7/24/2020 4:00,2020-07-24 04:00:00+02:00,7/24/2020,4:00:00,5:00:00,Solar,0,206,Friday,July,0,0,0.8,6,17.6,76.8,979,10.5,354,20.9,1.11,936.7,0.4,47.4,0.0031
7/24/2020 5:00,2020-07-24 05:00:00+02:00,7/24/2020,5:00:00,6:00:00,Solar,0,206,Friday,July,6,0,1,170,18.5,74.07,979,10.6,352,20.4,1.11,936.9,0.37,46.9,0.003
7/24/2020 10:00,2020-07-24 10:00:00+02:00,7/24/2020,10:00:00,11:00:00,Solar,2708,206,Friday,July,782,864,3.6,347,26.8,40.11,979,8.7,345,23.4,1.1,936.7,0.64,44.9,0.006
7/24/2020 10:00,2020-07-24 10:00:00+02:00,7/24/2020,10:00:00,11:00:00,Solar,2708,206,Friday,July,782,864,3.6,347,26.8,40.11,979,7.4,16,20.5,1.11,937.8,-0.45,60.8,-0.0081
7/24/2020 14:00,2020-07-24 14:00:00+02:00,7/24/2020,14:00:00,15:00:00,Solar,3851,206,Friday,July,626,214,3,178,29,32.32,979,5,45,22.2,1.11,937.8,-2.37,56.4,-0.016
7/24/2020 16:00,2020-07-24 16:00:00+02:00,7/24/2020,16:00:00,17:00:00,Solar,3261,206,Friday,July,589,818,2.7,6,28.5,32,978,5.3,45,22.7,1.1,937.6,-1.37,52.9,-0.0119
7/24/2020 23:00,2020-07-24 23:00:00+02:00,7/24/2020,23:00:00,24:00:00,Solar,0,206,Friday,July,0,0,0.8,25,19.2,60.44,980,3.8,327,22.9,1.1,937.5,0.98,44,0.0225
7/25/2020 4:00,2020-07-25 04:00:00+02:00,7/25/2020,4:00:00,5:00:00,Solar,0,207,Saturday,July,0,0,0.6,332,16.9,68.54,980,8.7,359,19.5,1.12,938,0.58,48.3,0.0054
7/25/2020 6:00,2020-07-25 06:00:00+02:00,7/25/2020,6:00:00,7:00:00,Solar,13,207,Saturday,July,137,469,1.2,299,19.6,60.99,980,7,3,19.4,1.12,938.1,1.13,48.2,0.0071
7/25/2020 7:00,2020-07-25 07:00:00+02:00,7/25/2020,7:00:00,8:00:00,Solar,220,207,Saturday,July,310,670,1.2,313,22.4,50.12,980,6.4,3,19.2,1.12,938.2,1.47,48.4,0.0036
7/25/2020 8:00,2020-07-25 08:00:00+02:00,7/25/2020,8:00:00,9:00:00,Solar,908,207,Saturday,July,489,775,1.2,335,25.1,41.39,980,6.1,359,19.3,1.12,938.5,1.2,50,-0.0035
7/25/2020 10:00,2020-07-25 10:00:00+02:00,7/25/2020,10:00:00,11:00:00,Solar,2598,207,Saturday,July,782,864,0.9,28,28.1,34.1,980,8.3,0,20.8,1.11,937.6,0.77,45.8,0.0064
7/25/2020 10:00,2020-07-25 10:00:00+02:00,7/25/2020,10:00:00,11:00:00,Solar,2598,207,Saturday,July,782,864,0.9,28,28.1,34.1,980,3.7,1,21.3,1.11,938.6,-1.05,47.9,-0.0283
7/25/2020 21:00,2020-07-25 21:00:00+02:00,7/25/2020,21:00:00,22:00:00,Solar,15,207,Saturday,July,0,0,0.5,181,22.8,51.81,977,4.9,246,22.5,1.1,937,1.05,58.3,0.0217
7/25/2020 23:00,2020-07-25 23:00:00+02:00,7/25/2020,23:00:00,24:00:00,Solar,2,207,Saturday,July,0,0,1,248,20.8,57.68,978,4.6,239,22.1,1.11,937.2,0.15,57.5,0.0444
7/26/2020 3:00,2020-07-26 03:00:00+02:00,7/26/2020,3:00:00,4:00:00,Solar,0,208,Sunday,July,0,0,0.9,235,19,66.69,979,1.3,162,19.8,1.12,937.7,1.93,55.7,0.2912
7/26/2020 6:00,2020-07-26 06:00:00+02:00,7/26/2020,6:00:00,7:00:00,Solar,8,208,Sunday,July,114,126,1.5,265,20.9,62.24,980,2.4,49,19.4,1.12,938.3,12.17,57,0.0451
7/26/2020 14:00,2020-07-26 14:00:00+02:00,7/26/2020,14:00:00,15:00:00,Solar,3301,208,Sunday,July,567,148,1.7,342,30.4,34.34,980,3.4,57,22.9,1.11,939.8,-5.25,62,-0.0287
7/26/2020 16:00,2020-07-26 16:00:00+02:00,7/26/2020,16:00:00,17:00:00,Solar,3075,208,Sunday,July,370,80,1.9,181,29.6,35.61,980,3.8,59,23.4,1.1,939.6,-2.77,64.3,-0.0212
7/26/2020 18:00,2020-07-26 18:00:00+02:00,7/26/2020,18:00:00,19:00:00,Solar,1843,208,Sunday,July,227,555,1.5,6,26.8,44.46,980,3.4,58,23.1,1.11,939.6,-0.98,67.3,-0.0154
7/26/2020 22:00,2020-07-26 22:00:00+02:00,7/26/2020,22:00:00,23:00:00,Solar,3,208,Sunday,July,0,0,0.9,8,20.9,64.47,982,6.8,337,22.4,1.11,939.8,0.8,56.4,0.0086
7/26/2020 23:00,2020-07-26 23:00:00+02:00,7/26/2020,23:00:00,24:00:00,Solar,2,208,Sunday,July,0,0,0.8,7,20.5,64.21,982,6,331,23.2,1.11,939.8,1.8,47.6,0.0095
7/27/2020 7:00,2020-07-27 07:00:00+02:00,7/27/2020,7:00:00,8:00:00,Solar,200,209,Monday,July,308,691,1.4,150,23.3,54.24,982,4.3,7,20.8,1.11,940.1,0.37,53.9,0.0048
7/28/2020 7:00,2020-07-28 07:00:00+02:00,7/28/2020,7:00:00,8:00:00,Solar,148,210,Tuesday,July,273,449,2,229,25.1,53.39,981,5.2,239,18.6,1.12,940.2,0.28,82.3,-0.0005
7/28/2020 21:00,2020-07-28 21:00:00+02:00,7/28/2020,21:00:00,22:00:00,Solar,16,210,Tuesday,July,0,0,1.9,177,23.6,68.88,982,4.3,272,23.3,1.1,939.7,4.7,86.2,0.012
7/29/2020 8:00,2020-07-29 08:00:00+02:00,7/29/2020,8:00:00,9:00:00,Solar,817,211,Wednesday,July,463,699,2.6,352,24.7,47.44,984,10.7,1,19.4,1.12,940.7,0.02,67.6,-0.0013
7/29/2020 9:00,2020-07-29 09:00:00+02:00,7/29/2020,9:00:00,10:00:00,Solar,1757,211,Wednesday,July,624,773,2.7,355,26.6,43.1,984,9.9,6,20.1,1.12,940.9,-0.18,68.6,-0.0033
7/29/2020 13:00,2020-07-29 13:00:00+02:00,7/29/2020,13:00:00,14:00:00,Solar,3811,211,Wednesday,July,883,866,2.1,182,31.3,33.94,982,7.9,23,23.7,1.1,941.1,-0.8,63.7,-0.0088
7/30/2020 4:00,2020-07-30 04:00:00+02:00,7/30/2020,4:00:00,5:00:00,Solar,0,212,Thursday,July,0,0,0.6,315,19.1,61.89,983,4.8,2,23.9,1.1,940.5,0.52,49.5,0.0126
7/30/2020 7:00,2020-07-30 07:00:00+02:00,7/30/2020,7:00:00,8:00:00,Solar,191,212,Thursday,July,280,537,0.7,279,23.9,46.45,983,0.5,359,23.1,1.11,940.8,0.4,51.9,0.0118
7/30/2020 8:00,2020-07-30 08:00:00+02:00,7/30/2020,8:00:00,9:00:00,Solar,851,212,Thursday,July,454,662,0.5,245,27.3,37.85,983,0.8,6,22.5,1.11,941.3,0.63,54.8,-0.0833
7/30/2020 20:00,2020-07-30 20:00:00+02:00,7/30/2020,20:00:00,21:00:00,Solar,194,212,Thursday,July,0,0,1.3,171,28.7,55.68,980,6.1,5,23.9,1.1,940.4,0.67,51.4,0.0089
7/30/2020 20:00,2020-07-30 20:00:00+02:00,7/30/2020,20:00:00,21:00:00,Solar,194,212,Thursday,July,0,0,1.3,171,28.7,55.68,980,6.9,205,23.9,1.1,940.7,0.21,90.2,0.0021
7/30/2020 22:00,2020-07-30 22:00:00+02:00,7/30/2020,22:00:00,23:00:00,Solar,1,212,Thursday,July,0,0,2.3,183,26.3,58.61,981,7.3,236,22.7,1.11,940.7,0.54,83.3,0.0024
7/31/2020 5:00,2020-07-31 05:00:00+02:00,7/31/2020,5:00:00,6:00:00,Solar,0,213,Friday,July,0,0,1.9,185,22.5,66.36,981,6.3,229,22.3,1.11,941,0.65,58.5,0.0135
7/31/2020 11:00,2020-07-31 11:00:00+02:00,7/31/2020,11:00:00,12:00:00,Solar,3117,213,Friday,July,845,835,2.5,171,36.3,27.24,980,5.9,232,24.1,1.1,941,-1.06,52.9,-0.0129
7/31/2020 13:00,2020-07-31 13:00:00+02:00,7/31/2020,13:00:00,14:00:00,Solar,3684,213,Friday,July,872,837,2.6,166,37.8,24.47,980,5.7,235,25.6,1.1,940.9,-1.34,48.1,-0.0147
7/31/2020 15:00,2020-07-31 15:00:00+02:00,7/31/2020,15:00:00,16:00:00,Solar,3428,213,Friday,July,694,776,2.7,163,37.7,24.58,979,6,234,26.4,1.09,940.3,-0.69,46.9,-0.0121
7/31/2020 18:00,2020-07-31 18:00:00+02:00,7/31/2020,18:00:00,19:00:00,Solar,1663,213,Friday,July,201,446,1.5,172,33.1,35.13,978,5.2,224,25.7,1.1,939.8,-0.08,67.2,-0.0062
8/1/2020 2:00,2020-08-01 02:00:00+02:00,8/1/2020,2:00:00,3:00:00,Wind,2073,214,Saturday,August,0,0,1.2,212,22.3,73.19,980,4.9,232,21,1.11,939.2,0.96,86.4,0.0097
8/1/2020 6:00,2020-08-01 06:00:00+02:00,8/1/2020,6:00:00,7:00:00,Wind,1742,214,Saturday,August,107,300,1.9,272,23.7,75.28,981,5.2,14,24.8,1.1,939.2,2.29,51.5,0.021
8/1/2020 6:00,2020-08-01 06:00:00+02:00,8/1/2020,6:00:00,7:00:00,Wind,1742,214,Saturday,August,107,300,1.9,272,23.7,75.28,981,4.4,234,21.8,1.11,935.2,0.83,61.8,0.0553
8/1/2020 13:00,2020-08-01 13:00:00+02:00,8/1/2020,13:00:00,14:00:00,Wind,1185,214,Saturday,August,871,850,2.3,349,34.5,34.93,980,2.7,27,27.9,1.09,939,-2.38,65.2,-0.0455
8/1/2020 14:00,2020-08-01 14:00:00+02:00,8/1/2020,14:00:00,15:00:00,Wind,1544,214,Saturday,August,809,834,2.3,353,34.5,34.65,980,2.9,32,28,1.09,938.6,-2.63,67.7,-0.0422
8/1/2020 19:00,2020-08-01 19:00:00+02:00,8/1/2020,19:00:00,20:00:00,Wind,3919,214,Saturday,August,17,0,1.3,352,27.1,61.71,979,6,14,27.5,1.09,937.8,0.43,56.6,0.0008
8/2/2020 8:00,2020-08-02 08:00:00+02:00,8/2/2020,8:00:00,9:00:00,Wind,2603,215,Sunday,August,183,18,3,343,22.6,72.81,981,12.8,359,19.7,1.12,937.6,0.04,70.4,-0.0007
8/2/2020 8:00,2020-08-02 08:00:00+02:00,8/2/2020,8:00:00,9:00:00,Wind,2603,215,Sunday,August,183,18,3,343,22.6,72.81,981,4.2,291,22.6,1.1,936.4,0.61,57.1,0.0332
8/2/2020 16:00,2020-08-02 16:00:00+02:00,8/2/2020,16:00:00,17:00:00,Wind,3175,215,Sunday,August,275,21,4.1,346,22.5,72.89,979,10.4,1,23.4,1.1,936.7,-0.2,63.2,-0.0037
8/2/2020 20:00,2020-08-02 20:00:00+02:00,8/2/2020,20:00:00,21:00:00,Wind,3320,215,Sunday,August,0,0,2.1,351,19.4,83.29,980,13.6,358,21,1.11,938.1,0.14,60.7,0.001
8/2/2020 20:00,2020-08-02 20:00:00+02:00,8/2/2020,20:00:00,21:00:00,Wind,3320,215,Sunday,August,0,0,2.1,351,19.4,83.29,980,10.2,2,20.6,1.11,936.1,0.07,71.1,0.001
8/2/2020 21:00,2020-08-02 21:00:00+02:00,8/2/2020,21:00:00,22:00:00,Wind,3164,215,Sunday,August,0,0,1.8,354,18.7,85.53,980,10.6,4,19.9,1.11,936.2,0.08,72.5,0.0011
8/3/2020 4:00,2020-08-03 04:00:00+02:00,8/3/2020,4:00:00,5:00:00,Wind,1811,216,Monday,August,0,0,1.7,331,16,88.04,978,13.8,356,16.8,1.12,935.6,0.11,72.1,0.0009
8/3/2020 5:00,2020-08-03 05:00:00+02:00,8/3/2020,5:00:00,6:00:00,Wind,1685,216,Monday,August,0,0,2.2,327,16.1,85.5,978,13.7,354,16.5,1.13,935.5,0.1,71.4,0.0009
8/3/2020 7:00,2020-08-03 07:00:00+02:00,8/3/2020,7:00:00,8:00:00,Wind,1480,216,Monday,August,192,95,3.3,333,17.4,76.14,978,13.8,349,16.1,1.13,935.1,0.06,68.8,0.0001
8/3/2020 21:00,2020-08-03 21:00:00+02:00,8/3/2020,21:00:00,22:00:00,Wind,3803,216,Monday,August,0,0,1.4,341,14.7,72.68,978,10.6,359,15.6,1.13,935.1,0.07,62.1,0.0014
8/4/2020 6:00,2020-08-04 06:00:00+02:00,8/4/2020,6:00:00,7:00:00,Wind,1936,217,Tuesday,August,106,313,3.4,337,13,80.42,980,14.9,355,11.5,1.15,935.2,0.05,75.1,0.0006
8/4/2020 7:00,2020-08-04 07:00:00+02:00,8/4/2020,7:00:00,8:00:00,Wind,1650,217,Tuesday,August,273,526,4.1,347,15.1,74.6,980,15.1,358,11.4,1.15,935.1,0.02,77.7,0.0001
8/4/2020 8:00,2020-08-04 08:00:00+02:00,8/4/2020,8:00:00,9:00:00,Wind,1291,217,Tuesday,August,453,675,4.7,351,17.1,66.66,980,14.6,2,12,1.14,935.6,-0.03,80.2,-0.0007
8/4/2020 15:00,2020-08-04 15:00:00+02:00,8/4/2020,15:00:00,16:00:00,Wind,1743,217,Tuesday,August,709,823,5.3,8,24.1,38.17,980,15.7,10,18.2,1.12,935.7,-0.08,57.2,-0.0017
8/4/2020 17:00,2020-08-04 17:00:00+02:00,8/4/2020,17:00:00,18:00:00,Wind,1722,217,Tuesday,August,383,678,4.6,9,22.8,40.49,980,15.3,13,18,1.12,935.7,-0.03,57,-0.0008
8/5/2020 5:00,2020-08-05 05:00:00+02:00,8/5/2020,5:00:00,6:00:00,Wind,1210,218,Wednesday,August,0,0,2.2,333,12.3,85.78,980,15.3,2,13.4,1.14,936.1,0.12,65.6,0.0008
8/5/2020 7:00,2020-08-05 07:00:00+02:00,8/5/2020,7:00:00,8:00:00,Wind,1792,218,Wednesday,August,291,676,3.2,175,17.4,60.49,980,16.4,358,13.6,1.14,935.8,0.09,62.7,0.0003
8/5/2020 8:00,2020-08-05 08:00:00+02:00,8/5/2020,8:00:00,9:00:00,Wind,1432,218,Wednesday,August,477,798,3.5,180,20,49.21,980,15.1,359,14,1.14,936.2,0.03,62.9,-0.0002
8/5/2020 12:00,2020-08-05 12:00:00+02:00,8/5/2020,12:00:00,13:00:00,Wind,2027,218,Wednesday,August,916,938,3,8,26.6,32.58,980,10,18,18.5,1.12,937.5,-0.33,56.1,-0.0052
8/6/2020 3:00,2020-08-06 03:00:00+02:00,8/6/2020,3:00:00,4:00:00,Wind,1324,219,Thursday,August,0,0,0.9,317,15.2,72.52,981,10.8,2,19.5,1.12,938.6,0.44,42.2,0.0039
8/6/2020 4:00,2020-08-06 04:00:00+02:00,8/6/2020,4:00:00,5:00:00,Wind,1211,219,Thursday,August,0,0,1,315,14.7,74.9,981,11.1,2,19.5,1.12,938.7,0.4,41.9,0.0034
8/6/2020 9:00,2020-08-06 09:00:00+02:00,8/6/2020,9:00:00,10:00:00,Wind,392,219,Thursday,August,633,853,2.1,6,25.5,39.16,982,9.7,7,18.8,1.12,939.6,0.03,49.6,-0.0023
8/6/2020 10:00,2020-08-06 10:00:00+02:00,8/6/2020,10:00:00,11:00:00,Wind,261,219,Thursday,August,769,891,2.1,7,27.2,34.86,982,9.8,5,19.9,1.12,938.3,0.49,40.8,0.0056
8/6/2020 10:00,2020-08-06 10:00:00+02:00,8/6/2020,10:00:00,11:00:00,Wind,261,219,Thursday,August,769,891,2.1,7,27.2,34.86,982,8.1,10,19.5,1.12,939.8,-0.18,54.6,-0.006
8/6/2020 13:00,2020-08-06 13:00:00+02:00,8/6/2020,13:00:00,14:00:00,Wind,361,219,Thursday,August,891,919,2.1,12,31,26.65,982,4.6,23,22.2,1.11,940.3,-1.51,59.9,-0.0234
8/6/2020 16:00,2020-08-06 16:00:00+02:00,8/6/2020,16:00:00,17:00:00,Wind,283,219,Thursday,August,561,825,2.1,23,31.2,25.06,981,3.8,23,23.6,1.1,940.1,-1.64,59.3,-0.0246
8/6/2020 20:00,2020-08-06 20:00:00+02:00,8/6/2020,20:00:00,21:00:00,Wind,574,219,Thursday,August,0,0,1,178,22.5,49.35,982,10.1,4,19.6,1.12,938.5,0.49,41.9,0.0049
8/6/2020 20:00,2020-08-06 20:00:00+02:00,8/6/2020,20:00:00,21:00:00,Wind,574,219,Thursday,August,0,0,1,178,22.5,49.35,982,3.5,334,23.3,1.11,940.3,0.58,60.1,0.0445
8/7/2020 12:00,2020-08-07 12:00:00+02:00,8/7/2020,12:00:00,13:00:00,Wind,809,220,Friday,August,906,926,1.4,26,33.8,22.98,983,3.3,216,22.9,1.11,942.3,-5.02,50.3,-0.0339
8/7/2020 13:00,2020-08-07 13:00:00+02:00,8/7/2020,13:00:00,14:00:00,Wind,855,220,Friday,August,895,926,1.8,32,34.4,22.11,982,3.8,218,23.5,1.11,942.3,-4.76,53.1,-0.0286
8/7/2020 14:00,2020-08-07 14:00:00+02:00,8/7/2020,14:00:00,15:00:00,Wind,708,220,Friday,August,829,913,2.1,40,34.5,21.88,982,4.4,222,24.2,1.1,942.1,-3.22,49.1,-0.0219
8/7/2020 17:00,2020-08-07 17:00:00+02:00,8/7/2020,17:00:00,18:00:00,Wind,372,220,Friday,August,387,755,1.9,78,32.1,25.49,982,5.3,233,24.8,1.1,941.7,-0.17,47.5,-0.0087
8/7/2020 22:00,2020-08-07 22:00:00+02:00,8/7/2020,22:00:00,23:00:00,Wind,1647,220,Friday,August,0,0,1.3,189,21.6,52.09,983,7.6,247,22.4,1.11,941.8,1.09,55,0.0061
8/8/2020 4:00,2020-08-08 04:00:00+02:00,8/8/2020,4:00:00,5:00:00,Wind,1303,221,Saturday,August,0,0,1.1,190,18.2,56.13,984,6,229,18.9,1.13,942.6,0.44,64.4,0.0128
8/8/2020 7:00,2020-08-08 07:00:00+02:00,8/8/2020,7:00:00,8:00:00,Wind,1014,221,Saturday,August,275,641,1.4,205,25.5,36.35,984,4.1,232,19,1.12,942.7,0.49,66.1,0.0152
8/8/2020 11:00,2020-08-08 11:00:00+02:00,8/8/2020,11:00:00,12:00:00,Wind,393,221,Saturday,August,853,891,1.9,22,34.1,22.13,984,1.3,56,23.7,1.11,942.5,-2.51,66.1,-0.0773
8/8/2020 12:00,2020-08-08 12:00:00+02:00,8/8/2020,12:00:00,13:00:00,Wind,400,221,Saturday,August,894,898,2.1,29,34.9,21.19,983,1.6,51,25,1.1,942.4,-3.31,63,-0.068
8/8/2020 13:00,2020-08-08 13:00:00+02:00,8/8/2020,13:00:00,14:00:00,Wind,344,221,Saturday,August,878,889,2.3,35,35.4,20.37,983,1.5,57,26,1.1,942.2,-4.15,63,-0.0716
8/8/2020 15:00,2020-08-08 15:00:00+02:00,8/8/2020,15:00:00,16:00:00,Wind,332,221,Saturday,August,695,826,2.4,47,35.2,20.63,982,1.7,69,27.1,1.09,941.7,-7.53,56.5,-0.0628
8/9/2020 4:00,2020-08-09 04:00:00+02:00,8/9/2020,4:00:00,5:00:00,Wind,1259,222,Sunday,August,0,0,1.1,196,20.8,52.54,982,3,222,22.5,1.11,941.2,1.37,44.2,0.1103
8/9/2020 10:00,2020-08-09 10:00:00+02:00,8/9/2020,10:00:00,11:00:00,Wind,341,222,Sunday,August,730,800,0.9,148,33.9,26.17,982,4.4,240,24.9,1.1,941,1.63,34.1,0.0369
8/9/2020 10:00,2020-08-09 10:00:00+02:00,8/9/2020,10:00:00,11:00:00,Wind,341,222,Sunday,August,730,800,0.9,148,33.9,26.17,982,4.2,224,22.5,1.11,941.2,-1.59,61.5,-0.0196
8/9/2020 15:00,2020-08-09 15:00:00+02:00,8/9/2020,15:00:00,16:00:00,Wind,745,222,Sunday,August,334,45,1.9,65,35.1,24.93,979,5,227,26.3,1.09,939.7,-1.59,50.4,-0.0159
8/9/2020 22:00,2020-08-09 22:00:00+02:00,8/9/2020,22:00:00,23:00:00,Wind,4359,222,Sunday,August,0,0,0.9,183,25.6,49.65,979,5.8,220,22.1,1.11,938.3,0.95,67,0.0048
8/10/2020 4:00,2020-08-10 04:00:00+02:00,8/10/2020,4:00:00,5:00:00,Wind,1605,223,Monday,August,0,0,1.2,189,20.6,73.91,979,3.8,211,20.1,1.12,938.4,0.68,65.6,0.1093
8/10/2020 6:00,2020-08-10 06:00:00+02:00,8/10/2020,6:00:00,7:00:00,Wind,1392,223,Monday,August,85,236,1.8,192,22.7,67.12,979,4.5,216,19.9,1.12,938.4,0.41,66.4,0.0407
8/10/2020 7:00,2020-08-10 07:00:00+02:00,8/10/2020,7:00:00,8:00:00,Wind,1023,223,Monday,August,245,466,2.3,198,25.2,56.75,979,4.9,222,19.8,1.12,938.4,0.36,67.2,0.0072
8/10/2020 11:00,2020-08-10 11:00:00+02:00,8/10/2020,11:00:00,12:00:00,Wind,858,223,Monday,August,703,507,2.3,155,34.1,28.89,978,5,216,21.8,1.11,938.9,-3.56,73.2,-0.0182
8/10/2020 17:00,2020-08-10 17:00:00+02:00,8/10/2020,17:00:00,18:00:00,Wind,680,223,Monday,August,32,0,2.5,217,30,45.76,979,6.7,223,24.4,1.1,938.6,-0.65,71.4,-0.0065
8/11/2020 5:00,2020-08-11 05:00:00+02:00,8/11/2020,5:00:00,6:00:00,Wind,836,224,Tuesday,August,0,0,1,181,20.9,81.11,981,3.1,231,21.6,1.11,939.4,2.28,65.4,0.0865
8/11/2020 6:00,2020-08-11 06:00:00+02:00,8/11/2020,6:00:00,7:00:00,Wind,793,224,Tuesday,August,7,0,1.4,182,22.7,74.6,981,2.2,215,21,1.11,939.5,2.64,68.2,0.1888
8/11/2020 8:00,2020-08-11 08:00:00+02:00,8/11/2020,8:00:00,9:00:00,Wind,571,224,Tuesday,August,405,560,1.5,170,28,53.96,981,1,180,21,1.11,939.9,0.53,68.1,-0.0792
8/11/2020 17:00,2020-08-11 17:00:00+02:00,8/11/2020,17:00:00,18:00:00,Wind,700,224,Tuesday,August,344,639,0.7,134,31.9,37.78,979,3.6,208,25.4,1.1,939.4,-4.64,71,-0.0205
8/11/2020 22:00,2020-08-11 22:00:00+02:00,8/11/2020,22:00:00,23:00:00,Wind,1313,224,Tuesday,August,0,0,1.2,175,24.9,62.1,979,6,241,22.1,1.11,939.1,0.71,83.8,0.005
8/12/2020 12:00,2020-08-12 12:00:00+02:00,8/12/2020,12:00:00,13:00:00,Wind,1551,225,Wednesday,August,355,21,5.3,208,31.5,28.84,981,5,212,22.6,1.11,940,-4.3,66.3,-0.0187
8/12/2020 17:00,2020-08-12 17:00:00+02:00,8/12/2020,17:00:00,18:00:00,Wind,1987,225,Wednesday,August,338,601,2.2,161,30.6,31.58,979,6.6,201,24.1,1.1,939,-0.42,62.6,-0.0062
8/12/2020 19:00,2020-08-12 19:00:00+02:00,8/12/2020,19:00:00,20:00:00,Wind,2009,225,Wednesday,August,4,0,1.9,192,26.3,48.17,979,6.4,204,23,1.1,938.7,0.25,64.4,0.0009
8/13/2020 5:00,2020-08-13 05:00:00+02:00,8/13/2020,5:00:00,6:00:00,Wind,1572,226,Thursday,August,0,0,2.1,195,20.4,65.07,979,4.6,222,19.7,1.12,939.2,0.05,65.6,0.05
8/13/2020 7:00,2020-08-13 07:00:00+02:00,8/13/2020,7:00:00,8:00:00,Wind,1700,226,Thursday,August,144,9,2.7,198,23.5,60.13,980,4.8,227,19.3,1.12,939.1,0.14,67.9,0.0108
8/13/2020 9:00,2020-08-13 09:00:00+02:00,8/13/2020,9:00:00,10:00:00,Wind,1281,226,Thursday,August,492,426,3.2,202,26.7,50.12,980,3.9,224,19.6,1.12,939.5,-1.74,77.5,-0.019
8/13/2020 10:00,2020-08-13 10:00:00+02:00,8/13/2020,10:00:00,11:00:00,Wind,1276,226,Thursday,August,710,763,3.2,201,27.4,48.47,980,4,223,19.6,1.12,939.1,0.77,66.1,0.0838
8/13/2020 10:00,2020-08-13 10:00:00+02:00,8/13/2020,10:00:00,11:00:00,Wind,1276,226,Thursday,August,710,763,3.2,201,27.4,48.47,980,4.2,222,20.2,1.12,939.5,-3.38,79.4,-0.0219
8/13/2020 15:00,2020-08-13 15:00:00+02:00,8/13/2020,15:00:00,16:00:00,Wind,2653,226,Thursday,August,87,0,2.9,200,29.8,38.02,979,5,217,23.2,1.1,938.8,-3.9,76.8,-0.0183
8/13/2020 17:00,2020-08-13 17:00:00+02:00,8/13/2020,17:00:00,18:00:00,Wind,2624,226,Thursday,August,183,31,1.8,234,26.7,51.52,979,5.3,217,23.3,1.1,938.5,-1.39,77.9,-0.0116
8/13/2020 20:00,2020-08-13 20:00:00+02:00,8/13/2020,20:00:00,21:00:00,Wind,2805,226,Thursday,August,0,0,1.5,291,21.4,85.17,981,3.7,224,19.6,1.12,939.3,0.48,68.2,0.0851
8/13/2020 20:00,2020-08-13 20:00:00+02:00,8/13/2020,20:00:00,21:00:00,Wind,2805,226,Thursday,August,0,0,1.5,291,21.4,85.17,981,4.7,237,22.2,1.11,938.5,0.28,82.4,0.01
8/14/2020 4:00,2020-08-14 04:00:00+02:00,8/14/2020,4:00:00,5:00:00,Wind,2000,227,Friday,August,0,0,0.7,337,18.4,91.13,982,8.4,0,18.7,1.12,939,0.59,72.1,0.0052
8/14/2020 8:00,2020-08-14 08:00:00+02:00,8/14/2020,8:00:00,9:00:00,Wind,1903,227,Friday,August,211,16,1.9,351,23.1,66.23,981,10.1,359,18.5,1.12,939.1,0.07,73.9,-0.0009
8/14/2020 9:00,2020-08-14 09:00:00+02:00,8/14/2020,9:00:00,10:00:00,Wind,1810,227,Friday,August,576,729,1.7,352,24.8,57.73,981,9.2,5,18.8,1.12,939,-0.18,76.3,-0.0036
8/14/2020 14:00,2020-08-14 14:00:00+02:00,8/14/2020,14:00:00,15:00:00,Wind,1565,227,Friday,August,774,831,1.6,7,29,40.55,979,6.1,36,22,1.11,938.4,-1.68,64.8,-0.0139
8/14/2020 18:00,2020-08-14 18:00:00+02:00,8/14/2020,18:00:00,19:00:00,Wind,1561,227,Friday,August,162,463,1.6,31,25.5,48.28,979,5.9,32,22.2,1.11,937.8,-0.2,68.4,-0.0041
